school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,repeated,data_perimeter
RC,F,15,Rural,>3,Married,1,1,at_home,other,home,mother,2,4,1,true,true,true,true,true,true,true,false,3,1,2,1,1,1,2,1,train
RC,M,16,Rural,>3,Married,4,3,services,other,reputation,mother,2,1,0,true,true,false,true,false,true,true,false,3,3,3,1,1,4,2,0,validation
RC,F,16,Urban,>3,Married,4,4,other,other,reputation,mother,1,1,0,false,false,false,true,false,true,true,false,5,3,4,1,2,1,6,0,train
RC,M,15,Urban,>3,Married,4,4,services,other,course,mother,1,1,0,false,true,false,true,false,true,true,false,5,3,3,1,1,5,4,0,validation
RC,F,15,Urban,>3,Married,3,2,services,other,home,mother,2,2,0,true,true,true,false,true,true,true,false,4,3,5,1,1,2,26,1,train
RC,M,15,Urban,>3,Divorced,3,4,services,other,course,mother,1,2,0,false,true,true,true,true,true,true,false,5,4,4,1,1,1,0,0,train
RC,F,15,Urban,>3,Divorced,3,3,other,health,reputation,father,1,4,0,true,false,false,false,true,true,false,false,4,3,3,1,1,4,10,1,validation
RC,M,15,Urban,<=3,Divorced,4,4,teacher,teacher,course,mother,1,1,0,false,false,false,true,true,true,true,false,5,5,3,1,1,4,6,0,validation
RC,F,16,Rural,>3,Married,3,3,services,other,reputation,father,1,3,1,true,true,false,true,true,true,true,false,4,1,2,1,1,2,0,1,train
RC,F,16,Urban,>3,Married,2,2,at_home,other,home,mother,1,2,1,true,false,false,true,true,true,true,false,3,1,2,1,1,5,6,0,train
RC,M,15,Urban,<=3,Married,4,2,teacher,other,course,mother,1,1,0,false,false,false,false,true,true,true,false,3,5,2,1,1,3,10,0,train
RC,M,15,Rural,>3,Married,2,1,health,services,reputation,mother,1,2,0,false,false,false,true,true,true,true,true,5,4,2,1,1,5,8,1,validation
RC,M,16,Urban,>3,Married,3,3,other,services,home,father,2,1,0,false,false,false,true,true,true,true,false,5,4,2,1,1,5,0,0,train
RC,M,17,Rural,>3,Married,1,3,other,other,course,father,3,2,1,false,true,false,true,true,true,true,false,5,2,4,1,4,5,20,1,train
RC,F,16,Urban,>3,Married,2,2,other,other,home,mother,1,2,0,false,false,true,false,true,true,true,true,5,4,4,1,1,5,0,1,train
RC,M,15,Urban,>3,Married,3,4,services,services,home,father,1,1,0,true,false,false,false,true,true,true,false,5,5,5,3,2,5,0,0,train
RC,M,18,Rural,>3,Married,2,2,services,other,reputation,mother,1,1,2,false,true,false,true,true,true,true,false,3,3,3,1,2,4,0,1,train
RC,F,15,Rural,>3,Married,3,4,services,teacher,course,father,2,3,2,false,true,false,false,true,true,true,true,4,2,2,2,2,5,0,1,train
RC,F,15,Urban,>3,Married,1,1,at_home,other,course,mother,3,1,0,false,true,false,true,false,true,true,true,4,3,3,1,2,4,0,1,validation
RC,F,17,Urban,<=3,Married,2,2,other,other,course,father,1,1,0,false,true,false,false,true,true,true,true,3,4,4,1,3,5,12,1,train
RC,F,16,Urban,>3,Divorced,3,4,services,other,course,father,1,1,0,false,false,false,false,true,true,true,false,3,2,1,1,4,5,16,0,validation
RC,F,15,Urban,>3,Married,4,4,services,at_home,course,mother,1,3,0,false,true,false,true,true,true,true,true,4,3,3,1,1,5,0,1,train
RC,M,17,Rural,>3,Married,3,4,at_home,other,course,mother,3,2,0,false,false,false,false,true,true,false,false,5,4,5,2,4,5,0,1,train
RC,F,16,Urban,>3,Divorced,3,3,other,other,course,other,2,1,2,false,true,false,true,false,true,true,true,4,3,2,1,1,5,0,1,train
RC,M,16,Urban,<=3,Married,1,1,services,other,course,mother,1,2,1,false,false,false,false,true,true,false,true,4,4,4,1,3,5,0,0,train
RC,M,16,Urban,<=3,Married,2,2,services,services,reputation,father,2,1,2,false,true,false,true,true,true,true,false,2,3,3,2,2,2,8,1,validation
RC,F,16,Urban,<=3,Married,1,1,at_home,at_home,course,mother,1,1,0,false,false,false,false,true,true,true,false,3,4,4,3,3,1,2,0,train
RC,M,17,Urban,>3,Married,2,1,other,other,home,mother,1,1,3,false,true,false,false,true,true,true,false,5,4,5,1,2,5,0,1,train
RC,M,16,Urban,<=3,Married,2,1,at_home,other,course,mother,1,1,1,false,false,false,true,true,true,false,true,4,4,4,3,5,5,6,0,validation
RC,F,17,Urban,>3,Married,4,4,other,teacher,course,mother,1,1,0,true,true,false,false,true,true,false,true,4,2,1,1,1,4,0,0,validation
RC,M,15,Rural,>3,Married,2,3,at_home,services,course,mother,1,2,0,true,false,true,true,true,true,false,false,4,4,4,1,1,1,2,1,train
RC,M,17,Rural,<=3,Married,1,2,other,other,reputation,mother,1,1,0,false,false,false,false,true,true,false,false,2,2,2,3,3,5,8,0,train
RC,F,18,Rural,>3,Married,1,1,at_home,other,course,mother,3,1,3,false,true,false,true,false,true,false,false,5,2,5,1,5,4,6,1,train
RC,M,16,Rural,>3,Married,2,2,at_home,other,course,mother,3,1,0,false,false,false,false,false,true,false,false,4,2,2,1,2,3,2,0,train
RC,M,16,Urban,>3,Married,3,3,other,services,course,father,1,2,1,false,true,true,false,true,true,true,true,4,5,5,4,4,5,4,1,validation
RC,M,17,Rural,<=3,Married,2,1,at_home,other,course,mother,2,1,2,false,false,false,true,true,false,true,true,3,3,2,2,2,5,0,1,validation
RC,M,15,Rural,>3,Married,3,2,other,other,course,mother,2,2,2,true,true,false,false,true,true,true,true,4,4,4,1,4,3,6,1,train
RC,M,17,Rural,<=3,Married,1,1,other,services,course,mother,4,2,3,false,false,false,true,true,false,false,true,5,3,5,1,5,5,0,1,train
RC,M,16,Urban,>3,Married,3,2,services,services,course,mother,2,1,1,false,true,false,true,false,false,false,false,4,5,2,1,1,2,16,0,train
RC,M,16,Urban,>3,Married,2,2,other,other,course,father,1,2,0,false,false,false,false,true,false,true,false,4,3,5,2,4,4,4,1,train
RC,F,16,Urban,>3,Married,2,2,other,other,home,mother,1,2,0,false,true,true,false,false,true,true,false,5,1,5,1,1,4,0,1,validation
RC,F,16,Urban,>3,Married,4,4,health,health,reputation,mother,1,2,0,false,true,true,false,true,true,true,true,4,4,2,1,1,3,0,0,train
RC,M,16,Urban,>3,Married,1,0,other,other,reputation,mother,2,2,0,false,true,true,true,true,true,true,true,4,3,2,1,1,3,2,0,train
RC,M,17,Urban,<=3,Married,4,4,teacher,other,reputation,mother,1,2,0,false,true,true,true,true,true,true,false,4,4,4,1,3,5,0,1,validation
RC,F,16,Urban,<=3,Married,3,3,other,other,reputation,mother,2,2,0,false,true,true,true,true,true,true,false,4,4,5,1,1,4,4,1,train
RC,F,16,Urban,>3,Married,2,2,services,other,reputation,mother,2,2,0,false,false,true,true,false,true,true,false,3,4,4,1,4,5,2,0,validation
RC,M,16,Rural,>3,Married,4,2,teacher,services,other,mother,1,1,0,false,true,false,true,true,true,true,true,4,3,3,3,4,3,10,1,train
RC,M,16,Urban,>3,Married,3,3,services,other,home,mother,1,2,0,false,false,true,true,true,true,true,true,4,2,3,1,2,3,2,0,validation
RC,F,17,Urban,<=3,Married,3,3,other,other,reputation,mother,1,2,0,false,true,false,true,true,true,true,true,5,3,3,2,3,1,56,1,train
RC,M,17,Urban,>3,Married,3,3,services,services,other,mother,1,2,0,false,true,false,true,true,true,true,true,4,3,4,2,3,4,12,0,train
RC,M,16,Urban,>3,Married,1,2,services,services,other,mother,1,1,0,false,true,true,true,true,true,true,true,3,3,3,1,2,3,2,1,train
RC,M,16,Urban,<=3,Married,2,1,other,other,course,mother,1,2,0,false,false,true,true,true,true,true,true,4,2,3,1,2,5,0,0,train
RC,F,17,Urban,>3,Divorced,3,3,health,other,reputation,mother,1,2,0,false,true,false,false,false,true,true,true,3,3,3,1,3,3,6,1,train
RC,M,17,Rural,>3,Married,1,2,at_home,other,home,mother,1,2,0,false,false,false,false,true,true,false,false,3,1,3,1,5,3,4,1,train
RC,F,17,Urban,>3,Married,1,1,at_home,services,course,mother,1,2,0,false,false,false,true,true,true,true,false,5,3,3,1,1,3,0,1,train
RC,M,17,Urban,>3,Married,1,2,at_home,services,other,other,2,2,0,false,false,true,true,false,true,true,false,4,4,4,4,5,5,12,1,train
RC,M,16,Rural,>3,Married,3,3,services,services,reputation,mother,1,1,0,false,true,false,true,true,true,true,false,4,3,2,3,4,5,8,1,validation
RC,F,17,Urban,<=3,Married,2,4,services,services,course,father,1,2,0,false,false,false,true,true,true,true,true,4,3,2,1,1,5,0,0,train
RC,M,17,Urban,>3,Married,4,4,services,teacher,home,mother,1,1,0,false,false,false,false,true,true,true,false,5,2,3,1,2,5,4,0,validation
RC,F,16,Urban,>3,Married,4,3,health,other,home,mother,1,2,0,false,true,false,true,true,true,true,false,4,3,5,1,5,2,2,0,train
RC,F,17,Urban,>3,Married,1,1,other,other,course,mother,1,2,0,false,true,true,false,false,true,false,false,4,4,4,1,3,1,4,1,train
RC,F,17,Rural,>3,Married,2,2,other,other,reputation,mother,1,1,0,false,true,false,false,true,true,true,false,5,3,2,1,2,3,18,1,validation
RC,F,16,Urban,>3,Divorced,3,1,services,other,course,mother,1,2,3,false,true,true,false,true,true,true,false,2,3,3,2,2,4,5,1,train
RC,F,17,Rural,>3,Married,4,3,teacher,other,reputation,mother,2,3,0,false,true,true,true,true,true,true,true,4,4,2,1,1,4,6,1,train
RC,F,19,Urban,>3,Married,3,3,other,other,reputation,other,1,4,0,false,true,true,true,true,true,true,false,4,3,3,1,2,3,10,1,train
RC,M,17,Urban,<=3,Married,4,4,services,other,home,mother,1,2,0,false,true,true,false,true,true,true,true,5,3,5,4,5,3,13,0,train
RC,M,18,Urban,>3,Married,2,2,services,other,home,mother,1,2,1,false,true,true,true,true,true,true,false,4,4,4,2,4,5,15,1,train
RC,M,18,Urban,<=3,Married,3,3,services,health,home,father,1,2,1,false,true,true,false,true,true,true,false,3,2,4,2,4,4,13,1,train
RC,M,18,Urban,>3,Married,2,2,other,other,home,mother,2,2,0,false,true,true,false,true,true,true,false,3,3,3,5,5,4,0,0,train
RC,F,16,Urban,>3,Married,4,4,teacher,services,home,mother,1,3,0,false,true,false,true,false,true,true,false,5,3,2,1,1,5,0,0,validation
RC,F,18,Rural,>3,Married,3,1,other,other,reputation,mother,1,2,1,false,false,false,true,true,true,true,true,5,3,3,1,1,4,16,1,validation
RC,F,17,Urban,>3,Married,3,2,other,other,course,mother,1,2,0,false,false,false,true,false,true,true,false,5,3,4,1,3,3,10,0,train
RC,M,17,Urban,<=3,Married,2,3,services,services,reputation,father,1,2,0,false,true,true,false,false,true,true,false,5,3,3,1,3,3,2,0,train
RC,M,18,Urban,<=3,Married,2,1,at_home,other,course,mother,4,2,0,true,true,true,true,true,true,true,true,4,3,2,4,5,3,14,1,validation
RC,F,17,Urban,>3,Divorced,2,1,other,other,course,mother,2,3,0,false,false,false,true,true,true,true,true,3,2,3,1,2,3,10,0,train
RC,F,17,Urban,<=3,Married,4,3,health,other,reputation,father,1,2,0,false,false,false,true,true,true,true,true,3,2,3,1,2,3,14,0,train
RC,M,17,Rural,>3,Married,2,2,other,other,course,father,2,2,0,false,true,true,true,true,true,true,false,4,5,2,1,1,1,4,1,train
RC,M,16,Urban,>3,Married,3,2,at_home,other,reputation,mother,2,3,0,false,false,false,true,true,true,true,true,5,3,3,1,3,2,10,0,train
RC,M,17,Urban,<=3,Married,2,2,other,other,home,father,1,2,0,false,false,true,true,false,true,true,true,4,4,2,5,5,4,4,0,train
RC,F,17,Rural,>3,Married,2,1,at_home,services,course,mother,3,2,0,false,false,false,true,true,true,false,false,2,1,1,1,1,3,2,1,train
RC,M,17,Urban,<=3,Married,4,3,health,other,course,mother,2,2,0,false,false,false,true,true,true,true,true,2,5,5,1,4,5,14,0,train
RC,F,18,Urban,>3,Married,2,1,other,other,course,other,2,3,0,false,true,true,false,false,true,true,true,4,4,4,1,1,3,0,1,train
RC,M,17,Urban,>3,Married,2,3,other,other,course,father,2,1,0,false,false,false,false,true,true,true,false,5,2,2,1,1,2,4,0,validation
RC,M,16,Urban,>3,Married,0,2,other,other,other,mother,1,1,0,false,false,true,false,false,true,true,false,4,3,2,2,4,5,0,0,train
RC,M,16,Urban,>3,Married,3,3,at_home,other,reputation,other,3,2,0,true,true,false,false,false,true,true,false,5,3,3,1,3,2,6,1,train
RC,M,18,Urban,>3,Married,2,1,services,services,other,mother,1,1,1,false,false,false,false,false,false,true,false,3,2,5,2,5,5,4,1,train
RC,M,16,Rural,>3,Married,2,1,other,other,course,mother,2,1,0,false,false,false,true,false,true,false,false,3,3,2,1,3,3,0,1,validation
RC,F,17,Urban,<=3,Married,4,2,teacher,services,reputation,mother,1,4,0,false,true,true,true,true,true,true,false,4,2,3,1,1,4,6,0,train
RC,M,19,Urban,<=3,Divorced,4,3,services,at_home,reputation,mother,1,2,0,false,true,false,false,true,true,true,false,4,3,1,1,1,1,12,1,train
RC,M,18,Urban,>3,Married,2,1,other,other,home,mother,1,2,0,false,false,false,true,true,true,true,false,5,2,4,1,2,4,8,0,train
RC,F,18,Urban,>3,Married,4,3,services,other,home,father,1,2,0,false,true,true,false,true,true,true,true,3,1,2,1,3,2,21,0,train
RC,M,18,Urban,>3,Married,4,3,teacher,other,course,mother,1,2,0,false,true,true,false,false,true,true,false,4,3,2,1,1,3,2,1,train
RC,M,18,Rural,>3,Married,3,2,other,other,course,mother,1,3,0,false,false,false,true,false,true,false,false,5,3,2,1,1,3,1,0,train
RC,M,17,Urban,>3,Married,3,1,services,other,other,mother,1,2,0,false,false,true,true,true,true,true,true,5,4,4,3,4,5,2,1,train
RC,F,18,Rural,>3,Married,4,4,teacher,other,reputation,mother,2,2,0,false,false,true,true,true,true,true,false,4,3,4,2,2,4,8,0,validation
RC,M,18,Urban,>3,Married,4,2,health,other,reputation,father,1,2,0,false,true,true,true,true,true,true,true,5,4,5,1,3,5,10,1,train
RC,F,18,Urban,>3,Married,2,3,other,services,reputation,father,1,4,0,false,true,true,true,true,true,true,true,4,5,5,1,3,2,4,0,train
RC,F,18,Urban,<=3,Married,1,1,other,other,home,mother,2,2,0,false,true,true,false,false,true,false,false,4,4,3,1,1,3,2,1,validation
RC,M,17,Rural,>3,Married,1,2,at_home,at_home,home,mother,1,2,0,false,true,true,true,false,true,false,true,3,5,2,2,2,1,2,0,train
RC,F,17,Urban,>3,Married,2,4,at_home,health,reputation,mother,2,2,0,false,true,true,false,true,true,true,true,4,3,3,1,1,1,2,1,validation
RC,F,18,Rural,>3,Divorced,3,2,other,services,home,mother,2,2,0,false,false,false,false,false,false,true,true,4,1,1,1,1,5,75,1,train
RC,M,18,Urban,>3,Married,4,4,teacher,services,home,mother,2,1,0,false,false,true,true,true,true,true,false,3,2,4,1,4,3,22,1,validation
RC,F,18,Rural,<=3,Married,1,1,at_home,other,reputation,mother,2,4,0,false,true,true,true,true,true,false,false,5,2,2,1,1,3,1,1,train
RC,F,18,Urban,>3,Married,1,1,other,other,home,mother,2,2,0,true,false,false,true,true,true,true,false,5,4,4,1,1,4,4,1,validation
RC,F,17,Urban,>3,Married,2,2,other,other,course,mother,1,2,0,false,true,false,false,false,true,true,false,5,4,5,1,2,5,4,1,validation
RC,F,18,Urban,>3,Married,2,2,at_home,at_home,other,mother,1,3,0,false,true,true,false,true,true,true,false,4,3,3,1,2,2,5,0,train
RC,F,17,Urban,>3,Married,1,1,services,teacher,reputation,mother,1,3,0,false,true,true,false,true,true,true,false,4,3,3,1,1,3,6,0,validation
RC,M,18,Urban,>3,Married,2,1,services,services,reputation,mother,1,3,0,false,false,true,true,true,true,true,false,4,2,4,1,3,2,6,0,train
RC,F,17,Urban,>3,Married,4,3,health,services,reputation,mother,1,3,0,false,true,true,false,true,true,true,false,4,2,2,1,2,3,0,0,train
RC,F,18,Urban,<=3,Married,2,1,services,at_home,reputation,mother,1,2,1,false,false,false,false,true,true,true,true,5,4,3,1,1,5,12,0,train
RC,F,18,Urban,<=3,Married,4,3,other,other,home,other,2,2,0,false,true,true,false,true,true,true,true,4,4,5,1,2,2,10,1,train
RC,M,18,Urban,<=3,Married,4,4,teacher,teacher,home,mother,1,1,0,false,true,true,false,true,true,true,true,1,4,2,2,2,1,5,0,train
RC,M,17,Urban,<=3,Married,4,4,other,teacher,home,father,2,1,0,false,false,true,false,true,true,true,false,4,1,1,2,2,5,0,1,validation
RC,M,20,Urban,>3,Divorced,3,2,services,other,course,other,1,1,0,false,false,false,true,true,true,false,false,5,5,3,1,1,5,0,0,train
RC,M,19,Urban,>3,Married,4,4,teacher,services,reputation,other,2,1,1,false,true,true,false,true,true,true,true,4,3,4,1,1,4,38,1,train
RC,M,19,Rural,>3,Married,3,3,other,services,reputation,father,1,2,1,false,false,false,true,true,true,false,true,4,5,3,1,2,5,0,0,train
RC,F,19,Urban,<=3,Married,1,1,at_home,other,reputation,other,1,2,1,true,true,false,true,false,true,true,false,4,4,3,1,3,3,18,1,validation
RC,M,19,Urban,>3,Married,1,2,other,services,course,other,1,2,1,false,false,false,false,false,true,true,false,4,5,2,2,2,4,3,0,validation
RC,F,19,Urban,<=3,Married,3,2,services,other,reputation,other,2,2,1,false,true,true,false,false,true,true,true,4,2,2,1,2,1,22,1,train
RC,F,19,Urban,>3,Married,1,1,at_home,health,home,other,1,3,2,false,false,false,false,false,true,true,true,4,1,2,1,1,3,14,0,train
RC,F,18,Urban,>3,Married,2,1,services,other,course,mother,2,2,0,false,true,true,true,true,true,true,false,5,3,3,1,2,1,0,1,validation
RC,F,17,Urban,>3,Divorced,4,3,services,services,course,mother,1,2,0,false,true,true,false,true,true,true,true,5,2,2,1,2,5,23,0,validation
RC,F,17,Urban,>3,Married,2,2,other,other,course,mother,1,2,0,false,true,false,false,true,true,false,true,4,2,2,1,1,3,12,1,train
RC,F,17,Rural,<=3,Married,2,2,services,services,course,mother,1,3,0,false,true,true,true,true,true,true,false,3,3,2,2,2,3,3,0,train
RC,F,17,Urban,>3,Married,3,1,services,services,course,father,1,3,0,false,true,false,false,false,true,true,false,3,4,3,2,3,5,1,0,train
RC,F,17,Urban,<=3,Married,0,2,at_home,at_home,home,father,2,3,0,false,false,false,false,true,true,true,false,3,3,3,2,3,2,0,0,train
RC,M,17,Urban,>3,Married,3,3,other,services,reputation,mother,1,1,0,false,false,false,true,false,true,true,false,4,3,5,3,5,5,3,0,train
RC,M,17,Rural,>3,Married,2,2,services,other,course,mother,4,1,0,false,true,false,false,true,true,true,false,4,4,5,5,5,4,8,1,train
RC,M,18,Urban,<=3,Married,2,2,other,other,course,mother,1,4,0,false,true,false,true,true,true,true,false,4,5,5,2,4,5,2,1,train
RC,F,18,Urban,>3,Married,3,3,services,services,home,mother,1,2,0,false,false,false,true,true,true,true,false,5,3,4,1,1,4,0,1,train
RC,F,18,Rural,>3,Married,2,2,at_home,other,course,mother,2,4,0,false,false,false,true,true,true,false,false,4,4,4,1,1,4,0,1,train
RC,F,17,Urban,>3,Married,3,4,services,other,course,mother,1,3,0,false,false,false,false,true,true,true,false,4,4,5,1,3,5,16,0,train
RC,F,17,Urban,>3,Married,3,2,other,other,home,mother,1,2,0,false,true,true,false,true,true,true,true,4,3,2,2,3,2,0,1,train
RC,F,18,Urban,<=3,Married,3,3,services,services,home,mother,1,4,0,false,true,false,false,true,true,true,false,5,3,3,1,1,1,7,0,train
RC,F,17,Rural,>3,Divorced,3,2,other,other,home,mother,1,2,0,false,true,true,false,true,true,true,false,4,3,3,2,3,2,4,1,train
RC,F,19,Urban,>3,Married,2,1,services,services,home,other,1,3,1,false,false,true,true,true,true,true,true,4,3,4,1,3,3,4,0,validation
RC,M,18,Urban,>3,Married,4,4,teacher,services,home,father,1,2,1,false,true,false,true,true,true,true,false,4,3,3,2,2,2,0,1,train
RC,M,18,Urban,<=3,Married,3,4,services,other,home,mother,1,2,0,false,false,false,true,true,true,true,true,4,3,3,1,3,5,11,0,train
RC,F,17,Urban,>3,Divorced,2,2,at_home,at_home,home,father,1,2,1,false,true,false,false,true,true,true,true,3,3,1,1,2,4,0,1,train
RC,F,18,Urban,>3,Married,2,3,at_home,other,course,mother,1,3,0,false,true,false,false,true,true,true,false,4,3,3,1,2,3,4,1,validation
RC,M,18,Rural,>3,Married,4,3,teacher,services,course,mother,1,3,0,false,false,false,false,true,true,true,true,5,3,2,1,2,4,9,0,train
RC,M,18,Urban,>3,Married,4,3,teacher,other,course,mother,1,3,0,false,true,true,false,true,true,true,true,5,4,5,2,3,5,0,1,train
RC,M,18,Rural,>3,Married,3,2,other,other,course,mother,2,1,1,false,true,false,false,false,true,true,false,2,5,5,5,5,5,10,0,train
RC,M,19,Rural,>3,Married,1,1,other,services,home,other,3,2,3,false,false,false,false,true,true,true,false,5,4,4,3,3,2,8,1,train
RC,M,18,Urban,<=3,Married,1,3,at_home,services,course,mother,1,1,1,false,false,false,false,true,false,true,true,4,3,3,2,3,3,7,1,train
RC,M,19,Rural,>3,Married,1,1,other,other,home,other,3,1,1,false,true,false,false,true,true,true,false,4,4,4,3,3,5,4,1,train
RC,M,17,Rural,>3,Married,4,3,services,other,home,mother,2,2,0,false,true,true,true,false,true,true,true,4,5,5,1,3,2,4,1,train
RC,F,17,Rural,>3,Married,4,4,teacher,services,other,father,2,2,0,false,true,true,true,true,true,true,false,4,3,3,1,2,5,4,0,validation
RC,F,17,Urban,<=3,Divorced,3,2,services,other,reputation,mother,2,2,0,false,false,false,false,true,true,false,true,1,2,3,1,2,5,2,1,validation
RC,M,18,Urban,<=3,Married,1,1,other,services,home,father,2,1,0,false,false,false,false,false,true,true,true,3,3,2,1,2,3,4,1,train
RC,F,18,Urban,<=3,Married,1,1,at_home,services,course,father,2,3,0,false,false,false,false,true,true,true,false,5,3,2,1,1,4,0,0,train
RC,F,18,Rural,<=3,Divorced,1,4,at_home,other,course,mother,3,2,0,false,false,false,false,true,true,false,true,4,3,4,1,4,5,0,0,train
RC,F,18,Urban,>3,Married,3,3,services,services,other,mother,2,2,0,false,true,false,false,true,true,true,true,4,3,2,1,3,3,0,1,train
RC,F,17,Rural,>3,Married,1,2,other,services,course,father,2,2,0,false,false,false,false,false,true,false,false,3,2,2,1,2,3,0,0,train
RC,M,18,Rural,>3,Married,1,3,at_home,other,course,mother,2,2,0,false,true,true,false,true,true,false,false,3,3,4,2,4,3,4,1,train
RC,F,17,Rural,>3,Married,1,1,other,services,reputation,mother,3,1,1,false,true,true,false,true,true,true,true,5,2,1,1,2,1,0,1,train
RC,F,18,Urban,>3,Married,2,3,at_home,services,course,father,2,1,0,false,true,true,false,true,true,true,true,5,2,3,1,2,4,0,1,train
RC,M,18,Rural,<=3,Married,1,2,at_home,services,other,father,3,1,0,false,true,true,true,true,false,true,true,4,3,3,2,3,3,3,0,validation
RC,F,17,Rural,>3,Married,1,2,other,other,course,mother,1,1,0,false,false,false,true,true,true,true,false,3,5,5,1,3,1,14,1,train
RC,F,20,Urban,>3,Married,4,2,health,other,course,other,2,3,2,false,true,true,false,false,true,true,true,5,4,3,1,1,3,4,0,validation
RC,F,18,Rural,<=3,Married,4,4,teacher,services,course,mother,1,2,0,false,false,true,true,true,true,true,false,5,4,3,3,4,2,4,1,train
RC,F,18,Urban,>3,Married,3,3,other,other,home,mother,1,2,0,false,false,true,false,true,true,true,true,4,1,3,1,2,1,0,0,train
RC,F,17,Rural,>3,Married,3,1,at_home,other,reputation,mother,1,2,0,false,true,true,true,false,true,true,false,4,5,4,2,3,1,17,1,validation
RC,M,18,Urban,>3,Married,4,4,teacher,teacher,home,father,1,2,0,false,false,true,true,false,true,true,false,3,2,4,1,4,2,4,0,validation
RC,M,18,Rural,>3,Married,2,1,other,other,other,mother,2,1,0,false,false,false,true,false,true,true,true,4,4,3,1,3,5,5,1,train
RC,M,17,Urban,>3,Married,2,3,other,services,home,father,2,2,0,false,false,false,true,true,true,true,false,4,4,3,1,1,3,2,0,train
RC,M,19,Rural,>3,Married,1,1,other,services,other,mother,2,1,1,false,false,false,false,true,true,false,false,4,3,2,1,3,5,0,1,validation
RC,M,18,Rural,>3,Married,4,2,other,other,home,father,2,1,1,false,false,true,false,true,true,false,false,5,4,3,4,3,3,14,1,train
RC,F,18,Rural,>3,Married,2,2,at_home,other,other,mother,2,3,0,false,false,true,false,true,true,false,false,5,3,3,1,3,4,2,1,validation
RC,F,18,Rural,>3,Married,4,4,teacher,at_home,reputation,mother,3,1,0,false,true,true,true,true,true,true,true,4,4,3,2,2,5,7,1,validation
RC,F,19,Rural,>3,Married,2,3,services,other,course,mother,1,3,1,false,false,false,true,false,true,true,false,5,4,2,1,2,5,0,1,train
RC,F,18,Urban,<=3,Married,3,1,teacher,services,course,mother,1,2,0,false,true,true,false,true,true,true,false,4,3,4,1,1,1,0,1,train
RC,F,18,Urban,>3,Married,1,1,other,other,course,mother,2,2,1,false,false,false,true,true,true,false,false,1,1,1,1,1,5,0,1,train
RC,M,20,Urban,<=3,Divorced,2,2,services,services,course,other,1,2,2,false,true,true,false,true,true,false,false,5,5,4,4,5,4,11,1,train
RC,M,21,Rural,>3,Married,1,1,other,other,course,other,1,1,3,false,false,false,false,false,true,false,false,5,5,3,3,3,3,3,1,train
RC,M,19,Urban,<=3,Married,1,1,other,at_home,course,father,1,1,0,false,false,false,false,true,true,true,false,3,2,3,3,3,5,5,1,train
LT,F,17,Urban,<=3,Married,2,2,other,other,course,father,1,1,0,false,true,false,false,true,true,true,true,3,4,4,1,3,5,12,0,validation
LT,F,16,Urban,>3,Divorced,3,4,services,other,course,father,1,1,0,false,false,false,false,true,true,true,false,3,2,1,1,4,5,16,0,train
LT,M,15,Rural,>3,Married,3,4,at_home,teacher,course,mother,4,2,0,false,true,false,false,true,true,false,true,5,3,3,1,1,5,0,0,train
LT,F,15,Urban,>3,Married,4,4,services,at_home,course,mother,1,3,0,false,true,false,true,true,true,true,true,4,3,3,1,1,5,0,0,train
LT,F,15,Urban,>3,Married,4,4,teacher,teacher,course,mother,2,1,0,false,false,false,true,true,true,true,false,4,3,2,1,1,5,0,0,train
LT,M,17,Urban,>3,Married,2,1,other,other,home,mother,1,1,3,false,true,false,false,true,true,true,false,5,4,5,1,2,5,0,1,train
LT,F,15,Urban,>3,Married,1,1,other,services,course,father,1,2,0,false,true,true,false,true,true,true,false,4,4,2,1,2,5,0,0,train
LT,F,15,Urban,>3,Married,3,2,health,services,home,father,1,2,3,false,true,false,false,true,true,true,false,3,3,2,1,1,3,0,0,train
LT,M,19,Urban,>3,Married,3,2,services,at_home,home,mother,1,1,3,false,true,false,false,true,false,true,true,4,5,4,1,1,4,0,1,train
LT,F,17,Urban,>3,Married,3,2,health,health,reputation,father,1,4,0,false,true,true,true,false,true,true,false,5,2,2,1,2,5,0,0,train
LT,F,18,Urban,>3,Married,2,4,services,at_home,reputation,other,1,2,1,false,true,true,true,true,true,true,false,4,4,3,1,1,3,8,0,validation
LT,M,19,Urban,>3,Married,4,4,teacher,services,reputation,other,2,1,1,false,true,true,false,true,true,true,true,4,3,4,1,1,4,38,0,train
LT,F,19,Urban,>3,Married,1,1,at_home,health,home,other,1,3,2,false,false,false,false,false,true,true,true,4,1,2,1,1,3,14,0,validation
LT,F,17,Rural,>3,Married,3,4,at_home,services,course,father,1,3,0,false,true,true,true,false,true,true,false,4,3,4,2,5,5,0,0,train
LT,M,18,Urban,>3,Married,4,4,other,other,course,mother,1,3,0,false,false,false,true,true,true,true,false,4,3,3,2,2,3,3,0,train
LT,F,17,Urban,>3,Married,4,4,teacher,services,course,mother,1,3,0,false,true,true,true,true,true,true,false,5,4,4,1,3,4,7,0,train
LT,M,18,Urban,<=3,Married,2,2,other,other,course,mother,1,4,0,false,true,false,true,true,true,true,false,4,5,5,2,4,5,2,0,train
